dealer,model_code,model_desc,purchase_date,sales_type,todays_date,section,type,program_id,program_name,end_date,rdr_deadline,claim_cutoff_date,amount_min,amount_max,package,fico_min,fico_max,mileage_per_year,term_min,term_max,apr,bonus_cash,rv,mf,lease_cash
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 12.09 $ 1,000",Q1492AT5,2026 KONA LIMITED AWD,2/3/2026,R: RETAIL,2/3/2026,APR Program,Low APR,C2602RLA07,202602 H700 MS,3/2/2026,,,,,*,720,739,,25,36,3.49,0,,,
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 12.09 $ 1,000",Q1492AT5,2026 KONA LIMITED AWD,2/3/2026,R: RETAIL,2/3/2026,APR Program,Low APR,C2602RLA07,202602 H700 MS,3/2/2026,,,,,*,720,739,,37,48,3.49,0,,,
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 12.09 $ 1,000",Q1492AT5,2026 KONA LIMITED AWD,2/3/2026,R: RETAIL,2/3/2026,APR Program,Low APR,C2602RLA07,202602 H700 MS,3/2/2026,,,,,*,720,739,,49,60,3.49,0,,,
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 12.09 $ 1,000",Q1492AT5,2026 KONA LIMITED AWD,2/3/2026,R: RETAIL,2/3/2026,APR Program,Low APR,C2602RLA07,202602 H700 MS,3/2/2026,,,,,*,720,739,,61,72,3.99,0,,,
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 12.09 $ 1,000",Q1492AT5,2026 KONA LIMITED AWD,2/3/2026,R: RETAIL,2/3/2026,APR Program,Low APR,C2602RLA07,202602 H700 MS,3/2/2026,,,,,*,720,739,,73,84,6.99,0,,,
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 12.09 $ 1,000",Q1492AT5,2026 KONA LIMITED AWD,2/3/2026,R: RETAIL,2/3/2026,APR Program,Low APR,C2602RLA07,202602 H700 MS,3/2/2026,,,,,*,700,719,,24,24,4.49,0,,,
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 12.09 $ 1,000",Q1492AT5,2026 KONA LIMITED AWD,2/3/2026,R: RETAIL,2/3/2026,APR Program,Low APR,C2602RLA07,202602 H700 MS,3/2/2026,,,,,*,700,719,,25,36,4.49,0,,,
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 12.09 $ 1,000",Q1492AT5,2026 KONA LIMITED AWD,2/3/2026,R: RETAIL,2/3/2026,APR Program,Low APR,C2602RLA07,202602 H700 MS,3/2/2026,,,,,*,700,719,,37,48,4.49,0,,,
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 12.09 $ 1,000",Q1492AT5,2026 KONA LIMITED AWD,2/3/2026,R: RETAIL,2/3/2026,APR Program,Low APR,C2602RLA07,202602 H700 MS,3/2/2026,,,,,*,700,719,,49,60,4.49,0,,,
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 12.09 $ 1,000",Q1492AT5,2026 KONA LIMITED AWD,2/3/2026,R: RETAIL,2/3/2026,APR Program,Low APR,C2602RLA07,202602 H700 MS,3/2/2026,,,,,*,700,719,,61,72,4.99,0,,,
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 12.09 $ 1,000",Q1492AT5,2026 KONA LIMITED AWD,2/3/2026,R: RETAIL,2/3/2026,APR Program,Low APR,C2602RLA07,202602 H700 MS,3/2/2026,,,,,*,700,719,,73,84,7.99,0,,,
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 12.09 $ 1,000",Q1492AT5,2026 KONA LIMITED AWD,2/3/2026,R: RETAIL,2/3/2026,APR Program,Low APR,C2602RLA07,202602 H700 MS,3/2/2026,,,,,*,680,699,,24,24,5.49,0,,,
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 12.09 $ 1,000",Q1492AT5,2026 KONA LIMITED AWD,2/3/2026,R: RETAIL,2/3/2026,APR Program,Low APR,C2602RLA07,202602 H700 MS,3/2/2026,,,,,*,680,699,,25,36,5.49,0,,,
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 12.09 $ 1,000",Q1492AT5,2026 KONA LIMITED AWD,2/3/2026,R: RETAIL,2/3/2026,APR Program,Low APR,C2602RLA07,202602 H700 MS,3/2/2026,,,,,*,680,699,,37,48,5.49,0,,,
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 12.09 $ 1,000",Q1492AT5,2026 KONA LIMITED AWD,2/3/2026,R: RETAIL,2/3/2026,APR Program,Low APR,C2602RLA07,202602 H700 MS,3/2/2026,,,,,*,680,699,,49,60,5.49,0,,,
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 12.09 $ 1,000",Q1492AT5,2026 KONA LIMITED AWD,2/3/2026,R: RETAIL,2/3/2026,APR Program,Low APR,C2602RLA07,202602 H700 MS,3/2/2026,,,,,*,680,699,,61,72,5.99,0,,,
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 12.09 $ 1,000",Q1492AT5,2026 KONA LIMITED AWD,2/3/2026,R: RETAIL,2/3/2026,APR Program,Low APR,C2602RLA07,202602 H700 MS,3/2/2026,,,,,*,680,699,,73,84,8.49,0,,,
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 12.09 $ 1,000",Q1492AT5,2026 KONA LIMITED AWD,2/3/2026,R: RETAIL,2/3/2026,APR Program,Low APR,C2602RLA07,202602 H700 MS,3/2/2026,,,,,*,660,679,,24,24,7.49,0,,,
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 12.09 $ 1,000",Q1492AT5,2026 KONA LIMITED AWD,2/3/2026,R: RETAIL,2/3/2026,APR Program,Low APR,C2602RLA07,202602 H700 MS,3/2/2026,,,,,*,660,679,,25,36,7.49,0,,,
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 12.09 $ 1,000",Q1492AT5,2026 KONA LIMITED AWD,2/3/2026,R: RETAIL,2/3/2026,APR Program,Low APR,C2602RLA07,202602 H700 MS,3/2/2026,,,,,*,660,679,,37,48,7.49,0,,,
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 12.09 $ 1,000",Q1492AT5,2026 KONA LIMITED AWD,2/3/2026,R: RETAIL,2/3/2026,APR Program,Low APR,C2602RLA07,202602 H700 MS,3/2/2026,,,,,*,660,679,,49,60,7.49,0,,,
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 12.09 $ 1,000",Q1492AT5,2026 KONA LIMITED AWD,2/3/2026,R: RETAIL,2/3/2026,APR Program,Low APR,C2602RLA07,202602 H700 MS,3/2/2026,,,,,*,660,679,,61,72,7.99,0,,,
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 12.09 $ 1,000",Q1492AT5,2026 KONA LIMITED AWD,2/3/2026,R: RETAIL,2/3/2026,APR Program,Low APR,C2602RLA07,202602 H700 MS,3/2/2026,,,,,*,640,659,,24,24,8.49,0,,,
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 12.09 $ 1,000",Q1492AT5,2026 KONA LIMITED AWD,2/3/2026,R: RETAIL,2/3/2026,APR Program,Low APR,C2602RLA07,202602 H700 MS,3/2/2026,,,,,*,640,659,,25,36,8.49,0,,,
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 12.09 $ 1,000",Q1492AT5,2026 KONA LIMITED AWD,2/3/2026,R: RETAIL,2/3/2026,APR Program,Low APR,C2602RLA07,202602 H700 MS,3/2/2026,,,,,*,640,659,,37,48,8.49,0,,,
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 12.09 $ 1,000",Q1492AT5,2026 KONA LIMITED AWD,2/3/2026,R: RETAIL,2/3/2026,APR Program,Low APR,C2602RLA07,202602 H700 MS,3/2/2026,,,,,*,640,659,,49,60,8.49,0,,,
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 12.09 $ 1,000",Q1492AT5,2026 KONA LIMITED AWD,2/3/2026,R: RETAIL,2/3/2026,APR Program,Low APR,C2602RLA07,202602 H700 MS,3/2/2026,,,,,*,640,659,,61,72,8.99,0,,,
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 12.09 $ 1,000",Q1492AT5,2026 KONA LIMITED AWD,2/3/2026,R: RETAIL,2/3/2026,APR Program,Low APR,C2602RLA07,202602 H700 MS,3/2/2026,,,,,*,620,639,,24,24,9.49,0,,,
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 12.09 $ 1,000",Q1492AT5,2026 KONA LIMITED AWD,2/3/2026,R: RETAIL,2/3/2026,APR Program,Low APR,C2602RLA07,202602 H700 MS,3/2/2026,,,,,*,620,639,,25,36,9.49,0,,,
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 12.09 $ 1,000",Q1492AT5,2026 KONA LIMITED AWD,2/3/2026,R: RETAIL,2/3/2026,APR Program,Low APR,C2602RLA07,202602 H700 MS,3/2/2026,,,,,*,620,639,,37,48,9.49,0,,,
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 12.09 $ 1,000",Q1492AT5,2026 KONA LIMITED AWD,2/3/2026,R: RETAIL,2/3/2026,APR Program,Low APR,C2602RLA07,202602 H700 MS,3/2/2026,,,,,*,620,639,,49,60,9.49,0,,,
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 12.09 $ 1,000",Q1492AT5,2026 KONA LIMITED AWD,2/3/2026,R: RETAIL,2/3/2026,APR Program,Low APR,C2602RLA07,202602 H700 MS,3/2/2026,,,,,*,620,639,,61,72,9.99,0,,,
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 12.09 $ 1,000",Q1492AT5,2026 KONA LIMITED AWD,2/3/2026,R: RETAIL,2/3/2026,APR Program,Low APR,C2602RLA07,202602 H700 MS,3/2/2026,,,,,*,580,619,,24,24,11.49,0,,,
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 12.09 $ 1,000",Q1492AT5,2026 KONA LIMITED AWD,2/3/2026,R: RETAIL,2/3/2026,APR Program,Low APR,C2602RLA07,202602 H700 MS,3/2/2026,,,,,*,580,619,,25,36,11.49,0,,,
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 12.09 $ 1,000",Q1492AT5,2026 KONA LIMITED AWD,2/3/2026,R: RETAIL,2/3/2026,APR Program,Low APR,C2602RLA07,202602 H700 MS,3/2/2026,,,,,*,580,619,,37,48,11.49,0,,,
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 12.09 $ 1,000",Q1492AT5,2026 KONA LIMITED AWD,2/3/2026,R: RETAIL,2/3/2026,APR Program,Low APR,C2602RLA07,202602 H700 MS,3/2/2026,,,,,*,580,619,,49,60,11.49,0,,,
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 12.09 $ 1,000",Q1492AT5,2026 KONA LIMITED AWD,2/3/2026,R: RETAIL,2/3/2026,APR Program,Low APR,C2602RLA07,202602 H700 MS,3/2/2026,,,,,*,580,619,,61,72,11.99,0,,,
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 12.09 $ 1,000",Q1492AT5,2026 KONA LIMITED AWD,2/3/2026,R: RETAIL,2/3/2026,Lease Program,Special Lease,C2602LLE32,202602 H202 MS,3/2/2026,,,,,*,740,999,15000,24,24,,,71,0.00196,1000
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 12.09 $ 1,000",Q1492AT5,2026 KONA LIMITED AWD,2/3/2026,R: RETAIL,2/3/2026,Lease Program,Special Lease,C2602LLE32,202602 H202 MS,3/2/2026,,,,,*,740,999,15000,36,36,,,62,0.00217,500
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 12.09 $ 1,000",Q1492AT5,2026 KONA LIMITED AWD,2/3/2026,R: RETAIL,2/3/2026,Lease Program,Special Lease,C2602LLE32,202602 H202 MS,3/2/2026,,,,,*,740,999,15000,39,39,,,59,0.00217,750
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 12.09 $ 1,000",Q1492AT5,2026 KONA LIMITED AWD,2/3/2026,R: RETAIL,2/3/2026,Lease Program,Special Lease,C2602LLE32,202602 H202 MS,3/2/2026,,,,,*,740,999,15000,48,48,,,52,0.00267,500
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 12.09 $ 1,000",Q1492AT5,2026 KONA LIMITED AWD,2/3/2026,R: RETAIL,2/3/2026,Lease Program,Special Lease,C2602LLE32,202602 H202 MS,3/2/2026,,,,,*,720,739,15000,24,24,,,71,0.00196,1000
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 12.09 $ 1,000",Q1492AT5,2026 KONA LIMITED AWD,2/3/2026,R: RETAIL,2/3/2026,Lease Program,Special Lease,C2602LLE32,202602 H202 MS,3/2/2026,,,,,*,720,739,15000,36,36,,,62,0.00217,500
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 12.09 $ 1,000",Q1492AT5,2026 KONA LIMITED AWD,2/3/2026,R: RETAIL,2/3/2026,Lease Program,Special Lease,C2602LLE32,202602 H202 MS,3/2/2026,,,,,*,720,739,15000,39,39,,,59,0.00217,750
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 12.09 $ 1,000",Q1492AT5,2026 KONA LIMITED AWD,2/3/2026,R: RETAIL,2/3/2026,Lease Program,Special Lease,C2602LLE32,202602 H202 MS,3/2/2026,,,,,*,720,739,15000,48,48,,,52,0.00267,500
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 12.09 $ 1,000",Q1492AT5,2026 KONA LIMITED AWD,2/3/2026,R: RETAIL,2/3/2026,Lease Program,Special Lease,C2602LLE32,202602 H202 MS,3/2/2026,,,,,*,700,719,15000,24,24,,,71,0.00209,1000
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 12.09 $ 1,000",Q1492AT5,2026 KONA LIMITED AWD,2/3/2026,R: RETAIL,2/3/2026,Lease Program,Special Lease,C2602LLE32,202602 H202 MS,3/2/2026,,,,,*,700,719,15000,36,36,,,62,0.00235,500
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 12.09 $ 1,000",Q1492AT5,2026 KONA LIMITED AWD,2/3/2026,R: RETAIL,2/3/2026,Lease Program,Special Lease,C2602LLE32,202602 H202 MS,3/2/2026,,,,,*,700,719,15000,39,39,,,59,0.00235,750
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 12.09 $ 1,000",Q1492AT5,2026 KONA LIMITED AWD,2/3/2026,R: RETAIL,2/3/2026,Lease Program,Special Lease,C2602LLE32,202602 H202 MS,3/2/2026,,,,,*,700,719,15000,48,48,,,52,0.00288,500
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 12.09 $ 1,000",Q1492AT5,2026 KONA LIMITED AWD,2/3/2026,R: RETAIL,2/3/2026,Lease Program,Special Lease,C2602LLE32,202602 H202 MS,3/2/2026,,,,,*,680,699,15000,24,24,,,71,0.00224,1000
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 12.09 $ 1,000",Q1492AT5,2026 KONA LIMITED AWD,2/3/2026,R: RETAIL,2/3/2026,Lease Program,Special Lease,C2602LLE32,202602 H202 MS,3/2/2026,,,,,*,680,699,15000,36,36,,,62,0.00249,500
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 12.09 $ 1,000",Q1492AT5,2026 KONA LIMITED AWD,2/3/2026,R: RETAIL,2/3/2026,Lease Program,Special Lease,C2602LLE32,202602 H202 MS,3/2/2026,,,,,*,680,699,15000,39,39,,,59,0.00249,750
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 12.09 $ 1,000",Q1492AT5,2026 KONA LIMITED AWD,2/3/2026,R: RETAIL,2/3/2026,Lease Program,Special Lease,C2602LLE32,202602 H202 MS,3/2/2026,,,,,*,680,699,15000,48,48,,,52,0.00308,500
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 12.09 $ 1,000",Q1492AT5,2026 KONA LIMITED AWD,2/3/2026,R: RETAIL,2/3/2026,Lease Program,Special Lease,C2602LLE32,202602 H202 MS,3/2/2026,,,,,*,660,679,15000,24,24,,,71,0.00242,1000
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 12.09 $ 1,000",Q1492AT5,2026 KONA LIMITED AWD,2/3/2026,R: RETAIL,2/3/2026,Lease Program,Special Lease,C2602LLE32,202602 H202 MS,3/2/2026,,,,,*,660,679,15000,36,36,,,62,0.00267,500
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 12.09 $ 1,000",Q1492AT5,2026 KONA LIMITED AWD,2/3/2026,R: RETAIL,2/3/2026,Lease Program,Special Lease,C2602LLE32,202602 H202 MS,3/2/2026,,,,,*,660,679,15000,39,39,,,59,0.00267,750
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 12.09 $ 1,000",Q1492AT5,2026 KONA LIMITED AWD,2/3/2026,R: RETAIL,2/3/2026,Lease Program,Special Lease,C2602LLE32,202602 H202 MS,3/2/2026,,,,,*,660,679,15000,48,48,,,52,0.00336,500
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 12.09 $ 1,000",Q1492AT5,2026 KONA LIMITED AWD,2/3/2026,R: RETAIL,2/3/2026,Lease Program,Special Lease,C2602LLE32,202602 H202 MS,3/2/2026,,,,,*,640,659,15000,24,24,,,71,0.00262,1000
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 12.09 $ 1,000",Q1492AT5,2026 KONA LIMITED AWD,2/3/2026,R: RETAIL,2/3/2026,Lease Program,Special Lease,C2602LLE32,202602 H202 MS,3/2/2026,,,,,*,640,659,15000,36,36,,,62,0.00285,500
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 12.09 $ 1,000",Q1492AT5,2026 KONA LIMITED AWD,2/3/2026,R: RETAIL,2/3/2026,Lease Program,Special Lease,C2602LLE32,202602 H202 MS,3/2/2026,,,,,*,640,659,15000,39,39,,,59,0.00285,750
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 12.09 $ 1,000",Q1492AT5,2026 KONA LIMITED AWD,2/3/2026,R: RETAIL,2/3/2026,Lease Program,Special Lease,C2602LLE32,202602 H202 MS,3/2/2026,,,,,*,640,659,15000,48,48,,,52,0.00354,500
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 12.09 $ 1,000",Q1492AT5,2026 KONA LIMITED AWD,2/3/2026,R: RETAIL,2/3/2026,Lease Program,Special Lease,C2602LLE32,202602 H202 MS,3/2/2026,,,,,*,620,639,15000,24,24,,,71,0.00283,1000
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 12.09 $ 1,000",Q1492AT5,2026 KONA LIMITED AWD,2/3/2026,R: RETAIL,2/3/2026,Lease Program,Special Lease,C2602LLE32,202602 H202 MS,3/2/2026,,,,,*,620,639,15000,36,36,,,62,0.00299,500
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 12.09 $ 1,000",Q1492AT5,2026 KONA LIMITED AWD,2/3/2026,R: RETAIL,2/3/2026,Lease Program,Special Lease,C2602LLE32,202602 H202 MS,3/2/2026,,,,,*,620,639,15000,39,39,,,59,0.00299,750
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 12.09 $ 1,000",Q1492AT5,2026 KONA LIMITED AWD,2/3/2026,R: RETAIL,2/3/2026,Lease Program,Special Lease,C2602LLE32,202602 H202 MS,3/2/2026,,,,,*,620,639,15000,48,48,,,52,0.00364,500
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 12.09 $ 1,000",Q1492AT5,2026 KONA LIMITED AWD,2/3/2026,R: RETAIL,2/3/2026,Lease Program,Special Lease,C2602LLE32,202602 H202 MS,3/2/2026,,,,,*,580,619,15000,24,24,,,71,0.00341,1000
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 12.09 $ 1,000",Q1492AT5,2026 KONA LIMITED AWD,2/3/2026,R: RETAIL,2/3/2026,Lease Program,Special Lease,C2602LLE32,202602 H202 MS,3/2/2026,,,,,*,580,619,15000,36,36,,,62,0.00363,500
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 12.09 $ 1,000",Q1492AT5,2026 KONA LIMITED AWD,2/3/2026,R: RETAIL,2/3/2026,Lease Program,Special Lease,C2602LLE32,202602 H202 MS,3/2/2026,,,,,*,580,619,15000,39,39,,,59,0.00363,750
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 12.09 $ 1,000",Q1492AT5,2026 KONA LIMITED AWD,2/3/2026,R: RETAIL,2/3/2026,Lease Program,Special Lease,C2602LLE32,202602 H202 MS,3/2/2026,,,,,*,580,619,15000,48,48,,,52,0.0042,500
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 12.09 $ 1,000",Q1492AT5,2026 KONA LIMITED AWD,2/3/2026,R: RETAIL,2/3/2026,Lease Program,Special Lease,C2602LLE32,202602 H202 MS,3/2/2026,,,,,*,740,999,12000,24,24,,,73,0.00196,1000
"Choice C2602RDH08 202602 H704 MS 03/02/2026 * 580~619 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 11.49 $ 1,000 12.09 $ 1,000",Q1492AT5,2026 KONA LIMITED AWD,2/3/2026,R: RETAIL,2/3/2026,Lease Program,Special Lease,C2602LLE32,202602 H202 MS,3/2/2026,,,,,*,740,999,12000,36,36,,,64,0.00217,500
